OrderID,event_timestamp,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,Year,Month,DayOfWeek,Quarter,IsWeekend,EffectiveUnitPrice,RevenuePerCartItem,RevenueIntensityScore,PriceDeviation,SpendTier
ORD200271,2023-03-28,C59572,Monitor,1.0,542.07,791 Main St,Cash,Shipped,TRK16792991,6.0,WINTER15,Referral,542.07,2023,3,1,1,0,542.07,90.34500000000001,90.34500000000001,183.4063803680982,0
ORD201010,2023-03-31,C33729,Monitor,3.0,659.57,533 Main St,Credit Card,Cancelled,TRK35649833,6.0,SAVE10,Email,1978.71,2023,3,4,1,0,659.57,329.785,109.92833333333334,300.9063803680982,2
ORD200451,2023-04-01,C14837,Monitor,1.0,183.18,647 Main St,Debit Card,Cancelled,TRK17501136,6.0,SAVE10,Email,183.18,2023,4,5,2,1,183.18,30.53,30.53,-175.48361963190183,0
ORD201143,2023-04-03,C41132,Chair,1.0,381.61,114 Main St,Debit Card,Pending,TRK51040137,5.0,FREESHIP,Email,381.61,2023,4,0,2,0,381.61,76.322,76.322,25.949719101123605,0
ORD200250,2023-04-05,C93379,Desk,3.0,42.95,318 Main St,Gift Card,Returned,TRK67954150,8.0,SAVE10,Email,128.85,2023,4,2,2,0,42.949999999999996,16.10625,5.3687499999999995,-286.6581176470588,0
ORD201183,2023-04-05,C12607,Desk,1.0,281.52,460 Main St,Gift Card,Shipped,TRK83653396,6.0,WINTER15,Referral,281.52,2023,4,2,2,0,281.52,46.919999999999995,46.919999999999995,-48.08811764705882,0
ORD200763,2023-04-06,C79142,Laptop,1.0,569.96,533 Main St,Online,Delivered,TRK30915955,4.0,FREESHIP,Email,569.96,2023,4,3,2,0,569.96,142.49,142.49,212.25294797687866,0
ORD200499,2023-04-06,C18138,Printer,3.0,539.46,520 Main St,Credit Card,Shipped,TRK20289483,4.0,SAVE10,Facebook,1618.38,2023,4,3,2,0,539.46,404.595,134.865,187.7450828729282,1
ORD200718,2023-04-08,C16790,Laptop,4.0,64.74,718 Main St,Gift Card,Cancelled,TRK91791367,8.0,SAVE10,Google,258.96,2023,4,5,2,1,64.74,32.37,8.0925,-292.96705202312137,0
ORD201168,2023-04-08,C89559,Laptop,2.0,331.42,297 Main St,Credit Card,Delivered,TRK82838108,6.0,WINTER15,Google,662.84,2023,4,5,2,1,331.42,110.47333333333334,55.23666666666667,-26.287052023121362,0
ORD200402,2023-04-09,C83026,Printer,5.0,337.38,858 Main St,Gift Card,Shipped,TRK79746259,5.0,FREESHIP,Referral,1686.9,2023,4,6,2,1,337.38,337.38,67.476,-14.334917127071833,2
ORD200139,2023-04-10,C61440,Phone,1.0,583.9,714 Main St,Cash,Returned,TRK33114521,1.0,FREESHIP,Email,583.9,2023,4,0,2,0,583.9,583.9,583.9,208.68243589743588,0
ORD200317,2023-04-10,C88370,Monitor,2.0,139.95,339 Main St,Online,Returned,TRK22575151,5.0,FREESHIP,Instagram,279.9,2023,4,0,2,0,139.95,55.98,27.99,-218.71361963190185,0
ORD200120,2023-04-11,C58108,Tablet,4.0,629.34,986 Main St,Cash,Cancelled,TRK66218053,4.0,WINTER15,Instagram,2517.36,2023,4,1,2,0,629.34,629.34,157.335,261.6608938547486,3
ORD200424,2023-04-12,C49491,Chair,5.0,22.94,339 Main St,Cash,Pending,TRK64012257,10.0,FREESHIP,Email,114.7,2023,4,2,2,0,22.94,11.47,2.294,-332.7202808988764,0
ORD201123,2023-04-14,C68936,Tablet,3.0,554.25,843 Main St,Debit Card,Shipped,TRK73163634,6.0,WINTER15,Referral,1662.75,2023,4,4,2,0,554.25,277.125,92.375,186.5708938547486,1
ORD200331,2023-04-15,C78724,Printer,3.0,422.13,187 Main St,Online,Delivered,TRK25703134,7.0,SAVE10,Facebook,1266.39,2023,4,5,2,1,422.13000000000005,180.91285714285715,60.30428571428572,70.41508287292817,1
ORD200799,2023-04-16,C26364,Laptop,4.0,328.56,803 Main St,Debit Card,Returned,TRK78924436,4.0,FREESHIP,Email,1314.24,2023,4,6,2,1,328.56,328.56,82.14,-29.147052023121375,1
ORD200514,2023-04-16,C15629,Printer,3.0,304.15,492 Main St,Gift Card,Shipped,TRK64926044,3.0,WINTER15,Instagram,912.4499999999999,2023,4,6,2,1,304.15,304.15,101.38333333333333,-47.56491712707185,1
ORD200213,2023-04-20,C71122,Laptop,1.0,634.4,317 Main St,Cash,Cancelled,TRK54757882,6.0,SAVE10,Email,634.4,2023,4,3,2,0,634.4,105.73333333333333,105.73333333333333,276.6929479768786,0
ORD201032,2023-04-20,C26188,Chair,1.0,618.68,990 Main St,Online,Delivered,TRK61634201,6.0,WINTER15,Referral,618.68,2023,4,3,2,0,618.68,103.11333333333333,103.11333333333333,263.01971910112354,0
ORD201158,2023-04-20,C82781,Monitor,4.0,27.42,661 Main St,Debit Card,Pending,TRK20605418,4.0,SAVE10,Referral,109.68,2023,4,3,2,0,27.42,27.42,6.855,-331.2436196319018,0
ORD200611,2023-04-21,C36688,Desk,1.0,305.17,700 Main St,Gift Card,Returned,TRK35720426,3.0,WINTER15,Referral,305.17,2023,4,4,2,0,305.17,101.72333333333334,101.72333333333334,-24.43811764705879,0
ORD201081,2023-04-21,C55636,Monitor,4.0,425.6,494 Main St,Credit Card,Pending,TRK85897054,5.0,FREESHIP,Google,1702.4,2023,4,4,2,0,425.6,340.48,85.12,66.93638036809818,2
ORD200714,2023-04-21,C84888,Laptop,1.0,51.73,278 Main St,Debit Card,Pending,TRK23612847,1.0,FREESHIP,Facebook,51.73,2023,4,4,2,0,51.73,51.73,51.73,-305.97705202312136,0
ORD200340,2023-04-23,C76207,Laptop,5.0,521.25,826 Main St,Cash,Cancelled,TRK25569378,8.0,FREESHIP,Email,2606.25,2023,4,6,2,1,521.25,325.78125,65.15625,163.54294797687862,3
ORD200481,2023-04-23,C94568,Laptop,4.0,484.85,317 Main St,Debit Card,Delivered,TRK58653915,5.0,WINTER15,Referral,1939.4,2023,4,6,2,1,484.85,387.88,96.97,127.14294797687865,2
ORD201103,2023-04-24,C90292,Laptop,4.0,276.32,129 Main St,Online,Delivered,TRK26270357,5.0,FREESHIP,Google,1105.28,2023,4,0,2,0,276.32,221.05599999999998,55.263999999999996,-81.38705202312138,1
ORD201177,2023-04-27,C23917,Printer,1.0,127.55,433 Main St,Cash,Shipped,TRK44434536,3.0,SAVE10,Referral,127.55,2023,4,3,2,0,127.55,42.516666666666666,42.516666666666666,-224.16491712707182,0
ORD200386,2023-04-28,C12421,Tablet,1.0,93.02,373 Main St,Online,Returned,TRK32588504,4.0,FREESHIP,Email,93.02,2023,4,4,2,0,93.02,23.255,23.255,-274.6591061452514,0
ORD200778,2023-04-28,C85059,Laptop,4.0,246.85,316 Main St,Credit Card,Shipped,TRK56503740,8.0,WINTER15,Google,987.4,2023,4,4,2,0,246.85,123.425,30.85625,-110.85705202312138,1
ORD200218,2023-04-28,C11665,Tablet,3.0,112.46,882 Main St,Gift Card,Shipped,TRK10993930,6.0,SAVE10,Instagram,337.38,2023,4,4,2,0,112.46,56.23,18.743333333333332,-255.21910614525143,0
ORD200865,2023-04-30,C72241,Monitor,4.0,677.37,156 Main St,Cash,Pending,TRK76270481,8.0,SAVE10,Google,2709.48,2023,4,6,2,1,677.37,338.685,84.67125,318.70638036809817,3
ORD200032,2023-05-01,C12388,Tablet,5.0,536.72,830 Main St,Cash,Delivered,TRK99261395,10.0,FREESHIP,Email,2683.6,2023,5,0,2,0,536.72,268.36,53.672,169.04089385474862,3
ORD201026,2023-05-01,C55454,Monitor,1.0,677.48,807 Main St,Online,Delivered,TRK13281370,1.0,WINTER15,Facebook,677.48,2023,5,0,2,0,677.48,677.48,677.48,318.8163803680982,0
ORD200368,2023-05-01,C85322,Monitor,3.0,271.02,403 Main St,Credit Card,Cancelled,TRK89728869,6.0,FREESHIP,Google,813.06,2023,5,0,2,0,271.02,135.51,45.169999999999995,-87.64361963190186,0
ORD200632,2023-05-02,C67260,Laptop,5.0,678.16,463 Main St,Gift Card,Delivered,TRK38229104,7.0,WINTER15,Facebook,3330.4075,2023,5,1,2,0,666.0815,475.7725,95.1545,320.4529479768786,3
ORD200665,2023-05-02,C83653,Tablet,4.0,231.26,253 Main St,Online,Shipped,TRK32619935,6.0,WINTER15,Google,925.04,2023,5,1,2,0,231.26,154.17333333333332,38.54333333333333,-136.41910614525142,1
ORD200073,2023-05-03,C17269,Monitor,4.0,433.45,129 Main St,Gift Card,Cancelled,TRK79608389,4.0,FREESHIP,Facebook,1733.8,2023,5,2,2,0,433.45,433.45,108.3625,74.78638036809815,2
ORD200864,2023-05-03,C14240,Desk,1.0,491.11,592 Main St,Credit Card,Delivered,TRK58095246,4.0,SAVE10,Facebook,491.11,2023,5,2,2,0,491.11,122.7775,122.7775,161.5018823529412,0
ORD200801,2023-05-03,C97593,Printer,4.0,595.62,738 Main St,Debit Card,Pending,TRK58443593,8.0,FREESHIP,Facebook,2382.48,2023,5,2,2,0,595.62,297.81,74.4525,243.90508287292818,2
ORD200667,2023-05-03,C10477,Laptop,1.0,466.42,172 Main St,Gift Card,Pending,TRK41505339,5.0,SAVE10,Email,466.42,2023,5,2,2,0,466.42,93.284,93.284,108.71294797687864,0
ORD200222,2023-05-04,C43124,Chair,4.0,693.36,931 Main St,Online,Shipped,TRK17293348,8.0,FREESHIP,Instagram,2773.44,2023,5,3,2,0,693.36,346.68,86.67,337.6997191011236,3
ORD200290,2023-05-05,C24901,Chair,3.0,99.9,258 Main St,Cash,Delivered,TRK14029489,8.0,FREESHIP,Facebook,299.7,2023,5,4,2,0,99.89999999999999,37.4625,12.487499999999999,-255.7602808988764,0
ORD200356,2023-05-06,C26966,Printer,5.0,374.58,907 Main St,Gift Card,Cancelled,TRK83889574,10.0,FREESHIP,Instagram,1872.9,2023,5,5,2,1,374.58000000000004,187.29000000000002,37.458,22.865082872928156,2
ORD201111,2023-05-06,C24047,Monitor,4.0,234.45,362 Main St,Online,Cancelled,TRK91338580,9.0,FREESHIP,Instagram,937.8,2023,5,5,2,1,234.45,104.19999999999999,26.049999999999997,-124.21361963190185,1
ORD201076,2023-05-08,C99116,Laptop,4.0,686.61,176 Main St,Cash,Shipped,TRK52711973,6.0,FREESHIP,Referral,2746.44,2023,5,0,2,0,686.61,457.74,114.435,328.90294797687864,3
ORD200020,2023-05-08,C54829,Chair,5.0,62.51,587 Main St,Cash,Pending,TRK16718651,9.0,WINTER15,Instagram,312.55,2023,5,0,2,0,62.510000000000005,34.72777777777778,6.945555555555556,-293.1502808988764,0
ORD201124,2023-05-09,C33744,Chair,4.0,576.87,888 Main St,Gift Card,Returned,TRK40245983,5.0,FREESHIP,Instagram,2307.48,2023,5,1,2,0,576.87,461.496,115.374,221.2097191011236,2
ORD200242,2023-05-09,C94921,Printer,2.0,219.1,134 Main St,Online,Pending,TRK97794327,4.0,SAVE10,Referral,438.2,2023,5,1,2,0,219.1,109.55,54.775,-132.61491712707183,0
ORD200672,2023-05-09,C14017,Phone,2.0,624.16,984 Main St,Debit Card,Shipped,TRK71009446,2.0,SAVE10,Instagram,1248.32,2023,5,1,2,0,624.16,624.16,312.08,248.94243589743587,1
ORD200301,2023-05-11,C31105,Chair,1.0,583.99,726 Main St,Cash,Cancelled,TRK40149095,2.0,SAVE10,Email,583.99,2023,5,3,2,0,583.99,291.995,291.995,228.3297191011236,0
ORD200069,2023-05-11,C43338,Monitor,3.0,478.65,552 Main St,Online,Shipped,TRK35241775,4.0,FREESHIP,Referral,1435.95,2023,5,3,2,0,478.65000000000003,358.9875,119.66250000000001,119.98638036809814,1
ORD200007,2023-05-12,C41460,Monitor,5.0,149.55,706 Main St,Cash,Shipped,TRK78809193,9.0,FREESHIP,Facebook,747.75,2023,5,4,2,0,149.55,83.08333333333333,16.616666666666667,-209.11361963190183,0
ORD200958,2023-05-13,C82685,Desk,3.0,158.66,537 Main St,Gift Card,Delivered,TRK70184320,7.0,WINTER15,Email,475.98,2023,5,5,2,1,158.66,67.99714285714286,22.665714285714287,-170.9481176470588,0
ORD200565,2023-05-14,C62042,Tablet,5.0,307.98,214 Main St,Online,Pending,TRK42605492,10.0,FREESHIP,Facebook,1539.9,2023,5,6,2,1,307.98,153.99,30.798000000000002,-59.69910614525139,1
ORD200302,2023-05-16,C29432,Chair,3.0,468.74,121 Main St,Cash,Pending,TRK44142517,4.0,FREESHIP,Instagram,1406.22,2023,5,1,2,0,468.74,351.555,117.185,113.0797191011236,1
ORD200241,2023-05-16,C20817,Chair,5.0,615.67,407 Main St,Online,Pending,TRK44164590,6.0,SAVE10,Email,3078.35,2023,5,1,2,0,615.67,513.0583333333333,102.61166666666666,260.00971910112355,3
ORD200260,2023-05-17,C12245,Monitor,2.0,407.79,153 Main St,Debit Card,Shipped,TRK22000463,3.0,FREESHIP,Google,815.58,2023,5,2,2,0,407.79,271.86,135.93,49.12638036809818,0
ORD200228,2023-05-17,C57867,Chair,4.0,385.92,579 Main St,Credit Card,Cancelled,TRK92055007,8.0,FREESHIP,Instagram,1543.68,2023,5,2,2,0,385.92,192.96,48.24,30.259719101123608,1
ORD200903,2023-05-17,C80868,Monitor,3.0,473.49,205 Main St,Credit Card,Pending,TRK56186636,7.0,FREESHIP,Email,1420.47,2023,5,2,2,0,473.49,202.92428571428573,67.64142857142858,114.82638036809817,1
ORD200650,2023-05-18,C74499,Desk,2.0,372.23,518 Main St,Gift Card,Delivered,TRK93767278,7.0,SAVE10,Email,744.46,2023,5,3,2,0,372.23,106.35142857142857,53.175714285714285,42.62188235294121,0
ORD200975,2023-05-18,C70529,Desk,1.0,105.92,974 Main St,Gift Card,Returned,TRK82165408,6.0,SAVE10,Email,105.92,2023,5,3,2,0,105.92,17.653333333333332,17.653333333333332,-223.6881176470588,0
ORD200551,2023-05-18,C23947,Laptop,1.0,120.98,353 Main St,Debit Card,Delivered,TRK74812710,6.0,WINTER15,Email,120.98,2023,5,3,2,0,120.98,20.163333333333334,20.163333333333334,-236.72705202312136,0
ORD200232,2023-05-19,C20731,Printer,4.0,444.44,610 Main St,Debit Card,Cancelled,TRK75568437,8.0,WINTER15,Google,1777.76,2023,5,4,2,0,444.44,222.22,55.555,92.72508287292817,2
ORD200998,2023-05-19,C90350,Phone,2.0,183.67,783 Main St,Debit Card,Cancelled,TRK22824230,6.0,SAVE10,Google,367.34,2023,5,4,2,0,183.67,61.22333333333333,30.611666666666665,-191.5475641025641,0
ORD200502,2023-05-20,C69332,Monitor,3.0,565.25,745 Main St,Debit Card,Returned,TRK65718848,7.0,SAVE10,Email,1695.75,2023,5,5,2,1,565.25,242.25,80.75,206.58638036809816,2
ORD200056,2023-05-21,C54298,Tablet,3.0,479.21,566 Main St,Cash,Cancelled,TRK62902341,5.0,WINTER15,Referral,1437.63,2023,5,6,2,1,479.21000000000004,287.526,95.84200000000001,111.53089385474857,1
ORD201085,2023-05-21,C28049,Printer,2.0,646.69,404 Main St,Debit Card,Shipped,TRK91426444,7.0,WINTER15,Instagram,1293.38,2023,5,6,2,1,646.69,184.76857142857145,92.38428571428572,294.9750828729282,1
ORD200894,2023-05-23,C90852,Tablet,3.0,575.01,852 Main St,Online,Cancelled,TRK37551831,8.0,WINTER15,Instagram,1725.03,2023,5,1,2,0,575.01,215.62875,71.87625,207.33089385474858,2
ORD200855,2023-05-25,C41331,Monitor,5.0,240.61,785 Main St,Credit Card,Shipped,TRK94198179,10.0,FREESHIP,Email,1203.05,2023,5,3,2,0,240.60999999999999,120.30499999999999,24.061,-118.05361963190182,1
ORD200827,2023-05-25,C95856,Tablet,2.0,639.88,432 Main St,Cash,Delivered,TRK58829625,5.0,WINTER15,Instagram,1279.76,2023,5,3,2,0,639.88,255.952,127.976,272.2008938547486,1
ORD200600,2023-05-26,C87051,Printer,1.0,72.31,460 Main St,Gift Card,Cancelled,TRK82056333,1.0,FREESHIP,Facebook,72.31,2023,5,4,2,0,72.31,72.31,72.31,-279.4049171270718,0
ORD200463,2023-05-26,C25276,Laptop,5.0,662.78,214 Main St,Debit Card,Shipped,TRK14011732,9.0,SAVE10,Instagram,3313.9,2023,5,4,2,0,662.78,368.2111111111111,73.64222222222223,305.0729479768786,3
ORD200070,2023-05-26,C25123,Desk,1.0,629.21,384 Main St,Gift Card,Pending,TRK27812282,2.0,FREESHIP,Instagram,629.21,2023,5,4,2,0,629.21,314.605,314.605,299.60188235294123,0
ORD200167,2023-05-27,C88304,Chair,2.0,384.14,219 Main St,Online,Returned,TRK44268941,2.0,WINTER15,Email,768.28,2023,5,5,2,1,384.14,384.14,192.07,28.479719101123578,0
ORD200435,2023-05-27,C48601,Printer,1.0,414.47,101 Main St,Debit Card,Returned,TRK97868309,3.0,FREESHIP,Instagram,414.47,2023,5,5,2,1,414.47,138.15666666666667,138.15666666666667,62.7550828729282,0
ORD200820,2023-05-27,C35377,Phone,5.0,623.81,171 Main St,Cash,Returned,TRK17342157,6.0,FREESHIP,Email,3119.05,2023,5,5,2,1,623.8100000000001,519.8416666666667,103.96833333333333,248.59243589743585,3
ORD201121,2023-05-28,C98354,Phone,3.0,50.34,393 Main St,Gift Card,Returned,TRK43070888,3.0,FREESHIP,Instagram,151.02,2023,5,6,2,1,50.34,50.34,16.78,-324.87756410256407,0
ORD200337,2023-05-29,C77763,Tablet,3.0,502.77,599 Main St,Debit Card,Returned,TRK66980447,8.0,WINTER15,Email,1508.31,2023,5,0,2,0,502.77,188.53875,62.84625,135.09089385474857,1
ORD200810,2023-05-31,C23637,Tablet,1.0,553.56,644 Main St,Credit Card,Cancelled,TRK16749863,5.0,FREESHIP,Referral,553.56,2023,5,2,2,0,553.56,110.71199999999999,110.71199999999999,185.88089385474854,0
ORD200979,2023-05-31,C75018,Monitor,3.0,669.06,299 Main St,Cash,Delivered,TRK51794806,7.0,SAVE10,Facebook,2007.18,2023,5,2,2,0,669.0600000000001,286.74,95.58,310.3963803680981,2
ORD200878,2023-06-01,C73873,Desk,2.0,330.69,393 Main St,Online,Cancelled,TRK56423132,5.0,SAVE10,Google,661.38,2023,6,3,2,0,330.69,132.276,66.138,1.081882352941193,0
ORD200612,2023-06-02,C51811,Chair,3.0,445.12,339 Main St,Gift Card,Cancelled,TRK82377939,8.0,FREESHIP,Google,1335.36,2023,6,4,2,0,445.11999999999995,166.92,55.63999999999999,89.4597191011236,1
ORD200761,2023-06-02,C37235,Desk,4.0,37.76,217 Main St,Debit Card,Delivered,TRK67789367,7.0,FREESHIP,Google,151.04,2023,6,4,2,0,37.76,21.577142857142857,5.394285714285714,-291.8481176470588,0
ORD200704,2023-06-03,C96034,Desk,4.0,30.27,819 Main St,Online,Delivered,TRK87261034,9.0,FREESHIP,Google,121.08,2023,6,5,2,1,30.27,13.453333333333333,3.3633333333333333,-299.3381176470588,0
ORD200350,2023-06-03,C13296,Chair,2.0,54.41,495 Main St,Online,Shipped,TRK60127216,6.0,FREESHIP,Instagram,108.82,2023,6,5,2,1,54.41,18.136666666666667,9.068333333333333,-301.25028089887644,0
ORD200270,2023-06-04,C13540,Printer,4.0,309.91,127 Main St,Debit Card,Shipped,TRK81087373,5.0,WINTER15,Google,1239.64,2023,6,6,2,1,309.91,247.92800000000003,61.982000000000006,-41.8049171270718,1
ORD200579,2023-06-04,C73999,Tablet,2.0,187.88,413 Main St,Online,Shipped,TRK67919507,4.0,WINTER15,Facebook,375.76,2023,6,6,2,1,187.88,93.94,46.97,-179.79910614525141,0
ORD200033,2023-06-05,C52184,Chair,1.0,162.77,912 Main St,Online,Cancelled,TRK73312471,4.0,WINTER15,Facebook,162.77,2023,6,0,2,0,162.77,40.6925,40.6925,-192.8902808988764,0
ORD200422,2023-06-05,C76140,Phone,4.0,206.6,914 Main St,Gift Card,Returned,TRK25861469,6.0,WINTER15,Referral,826.4,2023,6,0,2,0,206.6,137.73333333333332,34.43333333333333,-168.6175641025641,0
ORD201067,2023-06-06,C78959,Phone,2.0,316.2,384 Main St,Online,Returned,TRK37426359,2.0,FREESHIP,Instagram,632.4,2023,6,1,2,0,316.2,316.2,158.1,-59.01756410256411,0
ORD200381,2023-06-07,C29467,Chair,1.0,191.76,223 Main St,Credit Card,Returned,TRK98103385,1.0,FREESHIP,Instagram,191.76,2023,6,2,2,0,191.76,191.76,191.76,-163.90028089887642,0
ORD200575,2023-06-07,C74005,Chair,5.0,448.15,528 Main St,Gift Card,Returned,TRK61640534,7.0,SAVE10,Google,2240.75,2023,6,2,2,0,448.15,320.10714285714283,64.02142857142857,92.48971910112357,2
ORD200430,2023-06-07,C87448,Phone,1.0,450.07,433 Main St,Gift Card,Shipped,TRK44134016,6.0,FREESHIP,Google,450.07,2023,6,2,2,0,450.07,75.01166666666667,75.01166666666667,74.8524358974359,0
ORD201122,2023-06-07,C38840,Monitor,5.0,678.19,766 Main St,Online,Returned,TRK32496970,8.0,FREESHIP,Facebook,3330.4075,2023,6,2,2,0,666.0815,416.3009375,83.2601875,319.5263803680982,3
ORD200081,2023-06-08,C29314,Monitor,2.0,394.3,496 Main St,Cash,Shipped,TRK59876213,6.0,FREESHIP,Email,788.6,2023,6,3,2,0,394.3,131.43333333333334,65.71666666666667,35.63638036809817,0
ORD200359,2023-06-09,C95643,Desk,4.0,606.57,303 Main St,Debit Card,Delivered,TRK23286689,5.0,WINTER15,Referral,2426.28,2023,6,4,2,0,606.57,485.25600000000003,121.31400000000001,276.96188235294125,2
ORD201093,2023-06-09,C86773,Phone,4.0,197.36,557 Main St,Gift Card,Returned,TRK22612240,9.0,FREESHIP,Instagram,789.44,2023,6,4,2,0,197.36,87.71555555555557,21.928888888888892,-177.85756410256408,0
ORD200505,2023-06-11,C36014,Printer,2.0,434.97,558 Main St,Online,Shipped,TRK97246526,7.0,FREESHIP,Email,869.94,2023,6,6,2,1,434.97,124.27714285714286,62.13857142857143,83.2550828729282,1
ORD200259,2023-06-11,C20977,Chair,4.0,435.12,636 Main St,Credit Card,Delivered,TRK54991561,9.0,SAVE10,Instagram,1740.48,2023,6,6,2,1,435.12,193.38666666666666,48.346666666666664,79.4597191011236,2
ORD201129,2023-06-11,C43911,Chair,4.0,418.71,239 Main St,Cash,Pending,TRK37495481,8.0,FREESHIP,Instagram,1674.84,2023,6,6,2,1,418.71,209.355,52.33875,63.04971910112357,2
ORD201199,2023-06-11,C57502,Tablet,4.0,560.58,201 Main St,Gift Card,Returned,TRK51116746,6.0,SAVE10,Referral,2242.32,2023,6,6,2,1,560.58,373.72,93.43,192.90089385474863,2
ORD200654,2023-06-12,C62661,Tablet,3.0,382.37,863 Main St,Debit Card,Returned,TRK25748100,8.0,FREESHIP,Instagram,1147.11,2023,6,0,2,0,382.36999999999995,143.38875,47.79624999999999,14.690893854748595,1
ORD200596,2023-06-12,C91805,Desk,3.0,606.41,653 Main St,Debit Card,Returned,TRK34504030,7.0,FREESHIP,Facebook,1819.23,2023,6,0,2,0,606.41,259.89,86.63,276.80188235294116,2
ORD200587,2023-06-12,C18820,Monitor,5.0,514.6,347 Main St,Gift Card,Delivered,TRK91547425,10.0,FREESHIP,Instagram,2573.0,2023,6,0,2,0,514.6,257.3,51.46,155.93638036809818,3
ORD200755,2023-06-13,C54160,Desk,3.0,336.71,658 Main St,Credit Card,Pending,TRK60515972,4.0,FREESHIP,Email,1010.13,2023,6,1,2,0,336.71,252.5325,84.1775,7.101882352941175,1
ORD200671,2023-06-15,C49282,Chair,5.0,50.74,737 Main St,Gift Card,Cancelled,TRK88653901,7.0,WINTER15,Google,253.7,2023,6,3,2,0,50.739999999999995,36.24285714285714,7.248571428571428,-304.9202808988764,0
ORD200623,2023-06-16,C91941,Printer,3.0,396.0,269 Main St,Gift Card,Cancelled,TRK21330732,4.0,FREESHIP,Instagram,1188.0,2023,6,4,2,0,396.0,297.0,99.0,44.28508287292817,1
ORD200792,2023-06-16,C41709,Desk,2.0,356.35,746 Main St,Debit Card,Returned,TRK90995294,6.0,WINTER15,Facebook,712.7,2023,6,4,2,0,356.35,118.78333333333335,59.39166666666667,26.741882352941218,0
ORD200480,2023-06-16,C21147,Chair,1.0,335.1,126 Main St,Debit Card,Pending,TRK93171043,6.0,FREESHIP,Referral,335.1,2023,6,4,2,0,335.1,55.85,55.85,-20.560280898876385,0
ORD201098,2023-06-17,C91103,Monitor,4.0,255.86,155 Main St,Credit Card,Delivered,TRK91653000,7.0,FREESHIP,Email,1023.44,2023,6,5,2,1,255.86,146.2057142857143,36.55142857142857,-102.80361963190182,1
ORD200201,2023-06-18,C10126,Monitor,2.0,674.9,146 Main St,Online,Shipped,TRK75607531,4.0,SAVE10,Facebook,1349.8,2023,6,6,2,1,674.9,337.45,168.725,316.23638036809814,1
ORD200212,2023-06-20,C53215,Monitor,1.0,265.38,367 Main St,Credit Card,Cancelled,TRK34751835,6.0,WINTER15,Email,265.38,2023,6,1,2,0,265.38,44.23,44.23,-93.28361963190184,0
ORD201000,2023-06-21,C90132,Printer,5.0,260.93,582 Main St,Online,Delivered,TRK52664903,9.0,SAVE10,Email,1304.65,2023,6,2,2,0,260.93,144.9611111111111,28.992222222222225,-90.78491712707182,1
ORD200630,2023-06-23,C51481,Monitor,5.0,248.84,140 Main St,Debit Card,Cancelled,TRK33437701,10.0,FREESHIP,Instagram,1244.2,2023,6,4,2,0,248.84,124.42,24.884,-109.82361963190183,1
ORD201047,2023-06-23,C81726,Chair,4.0,540.34,394 Main St,Gift Card,Shipped,TRK69872994,6.0,WINTER15,Referral,2161.36,2023,6,4,2,0,540.34,360.2266666666667,90.05666666666667,184.67971910112362,2
ORD200074,2023-06-24,C25382,Phone,5.0,90.87,622 Main St,Cash,Pending,TRK64691287,5.0,FREESHIP,Instagram,454.35,2023,6,5,2,1,90.87,90.87,18.174,-284.3475641025641,0
ORD200456,2023-06-26,C94479,Desk,5.0,62.81,259 Main St,Credit Card,Shipped,TRK69089975,9.0,SAVE10,Facebook,314.05,2023,6,0,2,0,62.81,34.894444444444446,6.978888888888889,-266.7981176470588,0
ORD200362,2023-06-27,C53697,Monitor,4.0,206.84,312 Main St,Cash,Cancelled,TRK60476656,5.0,WINTER15,Instagram,827.36,2023,6,1,2,0,206.84,165.472,41.368,-151.82361963190183,0
ORD200080,2023-06-27,C29041,Phone,3.0,589.56,591 Main St,Online,Returned,TRK28840655,6.0,FREESHIP,Facebook,1768.68,2023,6,1,2,0,589.5600000000001,294.78000000000003,98.26,214.34243589743585,2
ORD201094,2023-06-28,C66093,Printer,4.0,648.91,615 Main St,Credit Card,Shipped,TRK54950785,6.0,SAVE10,Instagram,2595.64,2023,6,2,2,0,648.91,432.6066666666666,108.15166666666666,297.19508287292814,3
ORD200409,2023-06-28,C45187,Desk,5.0,84.13,767 Main St,Online,Delivered,TRK12320793,9.0,SAVE10,Google,420.65,2023,6,2,2,0,84.13,46.73888888888889,9.347777777777777,-245.4781176470588,0
ORD200325,2023-06-29,C53545,Desk,3.0,361.39,665 Main St,Credit Card,Shipped,TRK61123177,8.0,FREESHIP,Referral,1084.17,2023,6,3,2,0,361.39000000000004,135.52125,45.173750000000005,31.78188235294118,1
ORD200557,2023-06-29,C56969,Tablet,1.0,56.2,130 Main St,Debit Card,Pending,TRK40719215,1.0,WINTER15,Facebook,56.2,2023,6,3,2,0,56.2,56.2,56.2,-311.4791061452514,0
ORD200031,2023-06-30,C26445,Chair,3.0,500.08,996 Main St,Debit Card,Returned,TRK31229981,6.0,FREESHIP,Facebook,1500.24,2023,6,4,2,0,500.08,250.04,83.34666666666666,144.41971910112358,1
ORD200599,2023-06-30,C28740,Chair,3.0,556.99,123 Main St,Online,Cancelled,TRK33642221,4.0,FREESHIP,Facebook,1670.97,2023,6,4,2,0,556.99,417.7425,139.2475,201.3297191011236,2
